1381	another misconception i see often is a fuzzy idea of the difference between the copy constructor and the <e1> assignment </e1> <e2> operator </e2>	0	other	other	0
1382	a <e1> regiment </e1> of swiss <e2> pikemen </e2> recaptured some of their former glory during the battle of dreux in 1562 when they singlehandedly defended the city of dreux long enough for the catholic army to send in reinforcements	16	collection	member	2
1383	the <e1> gunmen </e1> ran away from the <e2> scene </e2>	13	entity	origin	1
1384	the <e1> barbels </e1> of the exposed <e2> catfish </e2> curled within 2 hours in heptachlor	11	component	whole	1
1385	optic <e1> lobes </e1> of the <e2> brain </e2> are connected to the eyes by the optic nerve cranial nerve 1	11	component	whole	1
1386	under this completed contract <e1> workgangs </e1> made up almost entirely of mormons built the union pacific <e2> track </e2> in the utah territory	4	producer	product	2
1387	the <e1> letter </e1> was sent from the <e2> deathbed </e2> of the former kgb spy alexander litvinenko who died this saturday after being poisoned with radioactive poison earlier in the month	13	entity	origin	1
1388	a urinary tract <e1> infection </e1> uti is the most common cause of bladder <e2> irritation </e2>	9	cause	effect	1
1389	the nhibitor <e1> protein </e1> is transported into the <e2> mitochondria </e2>	7	entity	destination	1
1390	the <e1> protest </e1> resulted in hours of traffic <e2> jams </e2> on guangzhou major roads such as guangyuanxi lu huangshidong lu and dongfeng lu	9	cause	effect	1
1391	the <e1> marijuana </e1> in the bed was in a <e2> suitcase </e2>	17	content	container	1
1392	the user has entered his <e1> password </e1> into an authorized <e2> system </e2>	7	entity	destination	1
1393	evacuees with disabilities had a difficult time conveying the <e1> trauma </e1> caused by the unexpected <e2> arrival </e2> of uniformed officers who ordered them out of their homes and sometimes forcibly removed them	10	effect	cause	2
1394	to the left is drinking <e1> equipment </e1> sitting in a wooden <e2> box </e2>	17	content	container	1
1395	the <e1> genome </e1> comprises 4411529 base pairs contains around 4000 <e2> genes </e2> and has a very high guanine + cytosine content	12	whole	component	2
1396	the <e1> discharge </e1> started from the burst pulse <e2> corona </e2>	0	other	other	0
1397	highly viscous <e1> lavas </e1> lead to a violent <e2> eruption </e2>	9	cause	effect	1
1398	the clippers in contrast are a <e1> prickle </e1> of <e2> hedgehogs </e2> without a common goal	16	collection	member	2
1399	accidentally <e1> acid </e1> was dropped into the <e2> pool </e2>	7	entity	destination	1
1400	the standard soccer <e1> ball </e1> is made of synthetic <e2> leather </e2> usually polyurethane or polyvinyl chloride stitched around an inflated rubber or rubber - like bladder	13	entity	origin	1
1401	the <e1> artist </e1> development <e2> toolkit </e2> is one of a series of interactive artist tookits	6	agency	instrument	2
1402	a us <e1> aircraft </e1> was dropped into a difficult <e2> landing </e2> in mali	0	other	other	0
1403	the <e1> cysts </e1> are caused by chronic <e2> inflammation </e2> of the perichondrium with production of serous fluid between the perichondrium and cartilage	10	effect	cause	2
1404	this barbell <e1> toy </e1> has an acrylic <e2> ring </e2> to rattle and lots of dots to tongue	12	whole	component	2
1405	some posters eg number 18 encouraged the population of areas near the front to evacuate thus avoiding the overcrowding and ensuing problems of food distribution and <e1> disease </e1> caused by the incoming <e2> refugees </e2>	10	effect	cause	2
1406	the <e1> head </e1> of the <e2> team </e2> has gathered a very dynamic and productive team	15	member	collection	1
1407	if a participant <e1> complaint </e1> is the source of an investigative <e2> lead </e2> interim contact with the participant should be made by the investigator	9	cause	effect	1
1408	each warrior carries a sime or spatulate - shaped sword in a leather sheath and bears a bow and <e1> quiver </e1> of poisoned <e2> arrows </e2>	18	container	content	2
1409	even the fan <e1> blades </e1> inside the <e2> engine </e2> are designed to be quieter	11	component	whole	1
1410	the <e1> violence </e1> has been caused by the hutu <e2> militia </e2> who fled rwanda after the genocide in that country and who have been in hiding in the forest in congo	10	effect	cause	2
1411	the <e1> clock </e1> struck twelve with a loud <e2> chime </e2> that made me jump	9	cause	effect	1
1412	the first parcel he found was a <e1> rouleau </e1> of fifty <e2> dollars </e2> the coins not having burst the paper enveloping them	12	whole	component	2
1413	sam houghton a five - year old <e1> boy </e1> from buxton derbyshire patented an invention after coming up with an <e2> idea </e2> for a labour - saving broom to help his father sweep up leaves	4	producer	product	2
1414	the woman purchases raw milk from a local member of communities alliance for responsible eco - farming a self - regulating <e1> cooperative </e1> of raw milk <e2> dairymen </e2>	16	collection	member	2
1415	this personal <e1> alarm </e1> combines two great deterrents to attack - a loud alarm and flashing <e2> light </e2>	12	whole	component	2
1416	the rescue adoption room was filled with a <e1> kindle </e1> of <e2> kittens </e2>	16	collection	member	2
1417	the <e1> pages </e1> of the <e2> magazine </e2> came to life at the metreon with gourmet food great sonoma valley wine and jamming music	11	component	whole	1
1418	<e1> antacids </e1> work by using a <e2> base </e2> to neutralize the acid	0	other	other	0
1419	in wuthering heights by emily bronte the <e1> author </e1> uses <e2> repetition </e2> as a device to give us the full understanding of the characters	6	agency	instrument	2
1420	this is a homeopathic nasal <e1> spray </e1> which really helps <e2> customers </e2> keep their sinuses clear	5	instrument	agency	1
1421	the thing that most struck him however was the <e1> rope </e1> of the great alarm <e2> bell </e2> on the roof which hung down in a corner of the room on the right - hand side of the fireplace	11	component	whole	1
1422	ross noted that the <e1> landscapes </e1> he painted - typically <e2> mountains </e2> lakes snow and log cabin scenes - were strongly influenced by his years living in alaska where he was stationed for the majority of his air force career	0	other	other	0
1423	the <e1> acupressure </e1> is a skill derived from the acupuncture and moxibusti <e2> branch </e2> of the chinese traditional medicine	13	entity	origin	1
1424	the sichuan <e1> pepper </e1> i got was in a <e2> jar </e2> labeled prickly ash which is the name of the plant	17	content	container	1
1425	<e1> signs </e1> placed at the flagpole island at the village square caused a <e2> stir </e2> on the linglestown forum on pennlive com	9	cause	effect	1
1426	for the first time in more than 25 years captive - bred <e1> black rhinos </e1> have been released back into the <e2> wild </e2> in kenya	7	entity	destination	1
1427	the views expressed in the <e1> article </e1> are from the <e2> author </e2> and are not shared by nestle	3	product	producer	1
1428	the lowest <e1> rung </e1> of society was composed of conquered <e2> peoples </e2> brought to tenochtitlan as slaves	16	collection	member	2
1429	the <e1> letter </e1> contains a description of the <e2> demolition </e2> of the old synagogue	1	message	topic	1
1430	a <e1> clutter </e1> of frightening <e2> spiders </e2> are seen still clinging to and covering their prey	16	collection	member	2
1431	the valuable <e1> book </e1> has arrived into my <e2> care </e2>	0	other	other	0
1432	i mixed up the ingredients and poured the <e1> stuff </e1> into the <e2> ice cream maker </e2>	7	entity	destination	1
1433	the final <e1> programme </e1> detailed the <e2> history </e2> of russborough house	1	message	topic	1
1434	lena basilone a cook at camp pendleton was in the hospital recovering from a severe kitchen <e1> burn </e1> after the <e2> spilling </e2> of scalding liquid on her feet	10	effect	cause	2
1435	gross <e1> revenues </e1> from the <e2> selling </e2> of crude oil in 2003 reached us 11 508 billion or some 112 85 percent of the amount targeted in the 2003 state budget	10	effect	cause	2
1436	whooping cough is another name for the pertussis an <e1> infection </e1> of the airways caused by the <e2> bacteria </e2> bordetella pertussis	10	effect	cause	2
1437	extra - alveolar veins are contiguous and leaked <e1> fluid </e1> into periarterial <e2> cuffs </e2> in the rabbit lungs	7	entity	destination	1
1438	we are a <e1> petroleum </e1> and petrochemical <e2> company </e2>	0	other	other	0
1439	the <e1> users </e1> are running into <e2> problems </e2> with the installer	0	other	other	0
1440	the cross over is going to take away the <e1> lows </e1> from the <e2> drivers </e2> anyway	13	entity	origin	1
1441	heartwater <e1> disease </e1> was imported into the major <e2> cities </e2>	7	entity	destination	1
1442	eventually the <e1> path </e1> went away from the <e2> lake </e2> into some gorse	0	other	other	0
1443	the flames did not harm her so her <e1> executioners </e1> killed her with a <e2> sword </e2>	6	agency	instrument	2
1444	the <e1> judge </e1> condemnatory <e2> report </e2> on israel actions in gaza has been dismissed as hopelessly one - sided by neutral observers	4	producer	product	2
1445	and it is why we are even prouder to announce that the appeal - thanks to the generosity of our readers - has raised 26 000 pounds despite the <e1> hardship </e1> that has been caused by the <e2> recession </e2>	10	effect	cause	2
1446	the <e1> problems </e1> are caused by buffer <e2> overflows </e2> when parsing an overly long parameter	10	effect	cause	2
1447	from the duke himself he received his right spur and a magnificent eastern <e1> sword </e1> with golden hilt and shining <e2> blade </e2> inscribed with letters	12	whole	component	2
1448	so it was that in 1724 at the age of 17 a somewhat awkward refined young man took his place at the <e1> mess </e1> of <e2> officers </e2> much older wiser and harder than he	16	collection	member	2
1449	the rock n roll <e1> business </e1> is falling into <e2> self - parody </e2>	0	other	other	0
1450	in all versions of word the easiest way to review the <e1> editor </e1> <e2> changes </e2> is by displaying the reviewing toolbar	4	producer	product	2
1451	university guarantees that the <e1> student </e1> accesses the subjects with the proper <e2> background </e2>	6	agency	instrument	2
1452	factories accommodated large - scale manufacture and assembly of aircraft <e1> components </e1> by unskilled <e2> workers </e2>	3	product	producer	1
1453	brendel own admission of his limitations is laudable especially in light of the <e1> clique </e1> of idolatrous brendel <e2> fans </e2> which formed in the 1980s	16	collection	member	2
1454	a soldier brings <e1> oranges </e1> he got out from a <e2> tank </e2>	13	entity	origin	1
1455	the <e1> liver </e1> from the donor has been successfully transported into the <e2> patient </e2>	7	entity	destination	1
1456	in wire working the <e1> artist </e1> creates shapes using various sizes of <e2> wire </e2>	6	agency	instrument	2
1457	a <e1> handful </e1> of <e2> countries </e2> blocked a legally binding deal on climate change in copenhagen and the talks process needs urgent reform to prevent something similar happening again	0	other	other	0
1458	mouse rrna transcription <e1> template </e1> is injected into the <e2> brain </e2>	7	entity	destination	1
1459	rowan berry wine is a classic ancient method to form a <e1> fruit </e1> <e2> wine </e2> based on rowan berries	14	origin	entity	2
1460	all <e1> aspects </e1> are indicated with colour light <e2> signals </e2>	0	other	other	0
1461	teetotallers zip over the causeway in the midst of a maze of sweaty congestion after a day pounding keyboards and missing deadlines barely noticing the <e1> scoop </e1> of <e2> pelicans </e2> floating by and the kangaroos that call the secluded area home	16	collection	member	2
1462	one of them was observing a <e1> bask </e1> of over 90 mugger <e2> crocodiles </e2> in the dried beds of buttuwa tank	16	collection	member	2
1463	it is the story of an amateur bird watcher who learns more about <e1> ospreys </e1> from the extant <e2> literature </e2>	2	topic	message	2
1464	a sliding knife is a knife which is opened by sliding the <e1> knife </e1> <e2> blade </e2> out the front of the handle	12	whole	component	2
1465	the seville side had just fallen 2 - 1 behind at home to fellow relegation strugglers athletic bilbao when a <e1> bottle </e1> full of <e2> liquid </e2> flew out of the stands and struck visiting keeper armando ribeiro just below the right eye	18	container	content	2
1466	categorical <e1> data </e1> were misplaced into the wrong <e2> category </e2>	7	entity	destination	1
1467	the <e1> facades </e1> of the <e2> palace </e2> consist of beautifully decorated wooden doors and windows and ventilations in addition to decorated gypsum motifs	11	component	whole	1
1468	the very famous elite agency chose among a <e1> pleiad </e1> of <e2> beauties </e2> the prizes winner of the contest elite model world	16	collection	member	2
1469	his <e1> wife </e1> has just completed the first <e2> paper </e2> of her graduate degree	4	producer	product	2
1470	he underlined the tiny <e1> sacrifices </e1> made by western <e2> armies </e2> in comparison with those of the red army	0	other	other	0
1471	the kursk rbmk <e1> reactor </e1> was manufactured in a slurry - fed ceramic joule - heated glass <e2> melter </e2>	13	entity	origin	1
1472	one of the <e1> types </e1> of tissue that makes up <e2> bone </e2> is the mineralized osseous tissue also called bone tissue that gives it rigidity and a honeycomb - like three - dimensional internal structure	0	other	other	0
1473	<e1> discussion </e1> ensued from the florida <e2> contingent </e2> on the fact that very stringent landowner protection laws in florida make it imperative that the highest supportable appraised vallue be offered first	10	effect	cause	2
1474	about 1830 the new york mirror described the area as a loathsome <e1> den </e1> of <e2> murderers </e2> thieves abandoned women ruined children filth drunkenness and broils	0	other	other	0
1475	captured the <e1> corporal </e1> escaped by jumping from a pow <e2> train </e2> headed towards germany	13	entity	origin	1
1476	the film opened in america before christmas and the <e1> critics </e1> have given their <e2> verdict </e2>	4	producer	product	2
1477	<e1> cement </e1> <e2> mason </e2> means a person who finishes all concrete construction such as floors walls ceilings sidewalks curbs and gutters	5	instrument	agency	1
1478	real robot experiments are carried out with a <e1> swarm </e1> of up to 40 alice miniature <e2> robots </e2> developed at the autonomous systems laboratory by gilles caprari	16	collection	member	2
1479	the <e1> kids </e1> illuminated them with a <e2> candle </e2>	6	agency	instrument	2
1480	smith was referring to the fictional kazakhstani <e1> character </e1> created by the british <e2> comedian </e2>	3	product	producer	1
1481	at the moment heavy snow <e1> showers </e1> are running into the northeastern <e2> regions </e2> of england	7	entity	destination	1
1482	canned <e1> peach </e1> <e2> syrup </e2> was cooked for three minutes with a half - glass of raspberry jelly this for color and to give a peach - melba flavor	14	origin	entity	2
1483	in early october anwar al - awlaki a radical <e1> cleric </e1> based in yemen posted a provocative <e2> message </e2> on his english - language web site	4	producer	product	2
1484	the victim of last night car accident donated his <e1> organs </e1> to several <e2> patients </e2> who have been waiting for donated organs	7	entity	destination	1
1485	i sold a <e1> gold </e1> <e2> ring </e2> to another company online and they sent me a lousy check for 14 00	0	other	other	0
1486	the dome of the museum rotunda is made from an actual brewing kettle and walking into it gives <e1> visitors </e1> the sense of being in a <e2> kettle </e2>	0	other	other	0
1487	the <e1> report </e1> informed about <e2> casualties </e2> in the area	1	message	topic	1
1488	the <e1> battle </e1> has been analysed in various <e2> publications </e2>	2	topic	message	2
1489	the <e1> shells </e1> landed into different <e2> areas </e2> in mogadishu	7	entity	destination	1
1490	erikson 1976 found that <e1> people </e1> from among a community who escaped an horrific <e2> accident </e2> had made little progress after two years	0	other	other	0
1491	the present bright dry weather although cold is just what flock owners require and judging from the large number of lambs seen skipping about nibbling the tender shoots of the fresh green herbage the flocks of mr john cracknell mr geo walker and mr russell walker appear to have had a very satisfactory <e1> fall </e1> of good strong <e2> lambs </e2>	16	collection	member	2
1492	the camp is more rugged than a hotel but comes with a great lake view and the <e1> comradeship </e1> of fellow chemistry <e2> teachers </e2>	0	other	other	0
1493	i asked the something awful forum goons to create <e1> products </e1> from the <e2> future </e2> and by golly they did	13	entity	origin	1
1494	freedman makes a thorough appraisal of the <e1> statistical methods </e1> in these <e2> papers </e2> and in a variety of other examples	2	topic	message	2
1495	we have all seen videos showing a <e1> yoke </e1> of <e2> oxen </e2> plowing a rice paddy or hauling a dray	16	collection	member	2
1496	the <e1> programme </e1> begins with the uwi venture <e2> competition </e2> which is opened to final year undergraduate students graduate students and researchers at the uwi	12	whole	component	2
1497	he was the author of a <e1> chronicle </e1> narrating the <e2> fortunes </e2> of the monastery	1	message	topic	1
1498	it utilized a critical eye and free <e1> inquiry </e1> into the <e2> conditions </e2> of life and issues of morality	0	other	other	0
1499	so president obama administration was ushered in with a new chamber music <e1> work </e1> by a living american <e2> composer </e2>	3	product	producer	1
1500	she poured <e1> flour </e1> into a pretend <e2> dragon </e2> with a tube	7	entity	destination	1
1501	a survey made for the statistical <e1> society </e1> of the various sunday <e2> schools </e2> in manchester and salford in 1836 returned the number of catholic schools as ten with an attendance of 4295 scholars	16	collection	member	2
1502	we do have a fledgling <e1> population </e1> of <e2> cosmopolites </e2> living the good life almost without cars	16	collection	member	2
1503	the <e1> queen </e1> was put inside her cage which was then placed in the <e2> box </e2> with a bunch of worker bees four days ago	7	entity	destination	1
1504	a large <e1> diagram </e1> illustrated the <e2> principle </e2> of this apparatus	1	message	topic	1
1505	top stealth - plane <e1> experts </e1> have re - created a radical nearly forgotten nazi <e2> aircraft </e2>	4	producer	product	2
1506	the relying <e1> website </e1> then forms a relationship using a shared <e2> secret </e2> with help of diffie - hellman encryption key exchange to make sure information is not compromised in transit	6	agency	instrument	2
1507	the <e1> litho </e1> was enclosed in <e2> plastic </e2> and is like new	17	content	container	1
1508	the old <e1> man </e1> went into diabetic <e2> coma </e2>	0	other	other	0
1509	archaeologists have located the tomb and have inserted <e1> probes </e1> deep into the <e2> tomb </e2>	7	entity	destination	1
1510	the <e1> puppy </e1> was born in a <e2> barn </e2> where layla made a soft bed out of hay in an empty horse stall	13	entity	origin	1
1511	we find the <e1> candle </e1> <e2> light </e2> creates a special atmosphere not only for food but ambiance for a relaxing convivial meal as well	9	cause	effect	1
1512	secretly she has been donating 10 of her <e1> income </e1> to local a <e2> orphanage </e2> every month	7	entity	destination	1
1513	a variety of <e1> companies </e1> manufacture bopet and other polyester <e2> films </e2> under different trade names	4	producer	product	2
1514	a <e1> person </e1> was release from their <e2> vehicle </e2> before emergency services arrived just after 9am this morning	13	entity	origin	1
1515	he used his finger on the <e1> stick </e1> of the <e2> toothpick </e2> for a trial balance	11	component	whole	1
1516	symptoms vary according to the degree of <e1> inflammation </e1> caused by the <e2> bacteria </e2> ranging from slightly loose stools to bloody diarrhea abdominal pain and fever	10	effect	cause	2
1517	a newborn <e1> baby </e1> was found stuffed in a <e2> shoebox </e2> and dumped in the lobby of a long island apartment building	17	content	container	1
1518	the more common double <e1> horn </e1> has a fourth <e2> valve </e2> usually operated by the thumb which routes the air to one set of tubing tuned to f or the second set of tubing tuned to b	12	whole	component	2
1519	three people who are on the verge of giving up life - - a <e1> gangster </e1> in trouble with his <e2> gang </e2> a doctor who has lost his family and a woman with a terminal disease - - all meet up by coincidence	15	member	collection	1
1520	high <e1> winds </e1> caused delays and <e2> cancellations </e2> of some state ferries	9	cause	effect	1
1521	the front <e1> wheels </e1> are making a <e2> grinding noise </e2>	9	cause	effect	1
1522	williams syndrome : a genetic <e1> disorder </e1> that results in selective cognitive <e2> impairment </e2>	9	cause	effect	1
1523	a chowchilla man is behind bars after a pipe <e1> bomb </e1> was discovered inside a mobile <e2> home </e2>	0	other	other	0
1524	the <e1> symbol </e1> denotes <e2> concatenation </e2>	0	other	other	0
1525	this simple <e1> script </e1> uses the dbi <e2> module </e2> in order to connect to a mysql database retrieves the results from a select query and display the results	6	agency	instrument	2
1526	in the open air of the sanz hotel amid the music of the fountain and the <e1> glint </e1> of the <e2> goldfish </e2> i almost forgot my nationality and imagined myself a great spanish grandee residing in an ancient spanish mansion and no doubt unconsciously adopted something of the stately walk and conversation suited to the part	0	other	other	0
1527	on the way back the <e1> train </e1> departed from <e2> station </e2> zilupe at 08 : 07 and arrived in riga passenger station at 12 : 05	13	entity	origin	1
1528	after receiving parental permission for the project <e1> students </e1> treated the chickens with a <e2> mixture </e2> of salt and baking powder	6	agency	instrument	2
1529	this is a very useful <e1> volume </e1> for anyone interested in the <e2> religious </e2> in nineteenth and twentieth - century american literature	1	message	topic	1
1530	a <e1> wedge </e1> of canada <e2> geese </e2> passed overhead already fleeing from winter but for the moment it was summer still	16	collection	member	2
1531	a <e1> ceramist </e1> bakes the porcelain in a tin <e2> foil </e2> and further heats it by placing it an oven	6	agency	instrument	2
1532	i was lucky enough to see with my own eyes the recent stock - market crash where they lost several million dollars a <e1> rabble </e1> of dead <e2> money </e2> that went sliding off into the sea	0	other	other	0
1533	the <e1> old cars </e1> is migrating into the new <e2> residents properties </e2> together with the residents	7	entity	destination	1
1534	and the economic <e1> crisis </e1> was generated due to the sub - prime mortgage <e2> mess </e2> brought about through government intervention in the market to promote progressive ideals ie extending loans to low - income borrowers	10	effect	cause	2
1535	a specific <e1> legacy </e1> has relation to the <e2> time </e2> of making the will	0	other	other	0
1536	by the late 1980s however the bank was caught up in the debt <e1> crisis </e1> in the developing world caused by the <e2> recession </e2> and the dramatic rise in interest rates	10	effect	cause	2
1537	the aim of this <e1> study </e1> was the <e2> measurement </e2> of the intensity and circumstances of drug use	0	other	other	0
1538	the <e1> story </e1> of the pilot episode is related through a series of <e2> flashbacks </e2>	12	whole	component	2
1539	the <e1> barn </e1> on her dad <e2> farm </e2> that he cultivated from 1963 until the mid - 1990s was restored	11	component	whole	1
1540	the risks to housing and general corporate <e1> profits </e1> from <e2> inflation </e2> were quite clear and the defensive strategy over the long term has paid dividends	10	effect	cause	2
1541	the <e1> poem </e1> explores the inevitable <e2> need </e2> to make choices	1	message	topic	1
1542	the <e1> train </e1> started to its <e2> destination </e2>	7	entity	destination	1
1543	goto com was an idealab <e1> spin - off </e1> created by the <e2> scientist </e2> and was the first company to successfully provide a pay - for - placement search service	3	product	producer	1
1544	there is relatively little <e1> discomfort </e1> from this <e2> surgery </e2> and most individuals rarely take more than tylenol for their discomfort	10	effect	cause	2
1545	his ninth novel the echo maker starts with a <e1> siege </e1> of sandhill <e2> cranes </e2> a one - vehicle highway accident and a mystery	16	collection	member	2
1546	<e1> fats </e1> from meat and dairy cause heart <e2> disease </e2> the leading killer of people with diabetes	9	cause	effect	1
1547	the <e1> energy </e1> originates from an external <e2> source </e2> of light which is absorbed and almost immediately emitted	13	entity	origin	1
1548	maddie <e1> parents </e1> killed her with sleeping <e2> pills </e2>	6	agency	instrument	2
1549	the <e1> writer </e1> principal <e2> work </e2> during the years following pushkin death was the satirical epic dead souls	4	producer	product	2
1550	my animation <e1> assignment </e1> from last <e2> term </e2> made everyone smile	13	entity	origin	1
1551	after <e1> runners </e1> carried the torch through the <e2> streets </e2> of north platte the torch was again handed off to a pony express rider who continued down the trail	0	other	other	0
1552	the <e1> contortions </e1> are caused by gravitational <e2> interactions </e2> with the small satellites prometheus and pandora	10	effect	cause	2
1553	extensive references to scientific literature form an important part of each monograph and over 1800 new <e1> citations </e1> appear in the <e2> book </e2>	11	component	whole	1
1554	first we put baking soda in a balloon then we attached the balloon to the top of a <e1> bottle </e1> with <e2> vinegar </e2> in it	18	container	content	2
1555	<e1> beer </e1> is produced by the brewing and fermentation of <e2> starches </e2>	13	entity	origin	1
1556	california <e1> law </e1> consists of 29 <e2> codes </e2> covering various subject areas the state constitution and statutes	12	whole	component	2
1557	this winter season <e1> bird flu </e1> has been carried into the <e2> country </e2> quickly	7	entity	destination	1
1558	<e1> teachers </e1> systematically engage students in such higher order cognitive skills as analysis and synthesis of data by using <e2> statistics </e2>	6	agency	instrument	2
1559	the female bees of most species feed on the <e1> nectar </e1> secreted by many <e2> plants </e2>	3	product	producer	1
1560	the <e1> newspaper </e1> was reporting <e2> news </e2> from macedonia from that period	1	message	topic	1
1561	most of the <e1> essays </e1> originated in writing <e2> workshops </e2> run by the literary magazine tin house	13	entity	origin	1
1562	one aspect of the media <e1> presentation </e1> is the <e2> status </e2> attributed to claims - makers on either side of the issue	1	message	topic	1
1563	in future britain charismatic delinquent alex delarge is jailed and later volunteers for an experimental aversion <e1> therapy </e1> developed by the <e2> government </e2> in an effort to solve society crime problem	0	other	other	0
1564	the <e1> drawer </e1> contained a <e2> phial </e2> of some tincture a paper of some salt and a record of a series of experiments	18	container	content	2
1565	the <e1> farm </e1> had many acres with a number of <e2> buildings </e2> dedicated to a variety of goodies from produce fruits baker goods and specialty items depending on the season	12	whole	component	2
1566	missouri experienced growth in <e1> swine </e1> <e2> herd </e2> from 1990 to 2000 as did four nearby states iowa oklahoma kansas and texas	15	member	collection	1
1567	extremely dangerous <e1> blizzards </e1> have moved into the midwest <e2> region </e2>	7	entity	destination	1
1568	the company sent floral <e1> bouquets </e1> to a <e2> city </e2> in ireland	7	entity	destination	1
1569	and after waiting two days i finally decide to send an <e1> email </e1> to inquire about my car <e2> reservation </e2> and i explained my trouble	1	message	topic	1
1570	this <e1> smile </e1> a true reflection of god tenderness is the source of an invincible <e2> hope </e2>	9	cause	effect	1
1571	it is a <e1> fish </e1> with <e2> lungs </e2> and it can survive on land for brief periods	12	whole	component	2
1572	the <e1> earthquake </e1> caused a bulrush <e2> marsh </e2> at west point on the puget sound shore in seattle to drop and the tsunami deposited sand on top of the marsh	9	cause	effect	1
1573	the greatest <e1> amazement </e1> was caused by the <e2> floats </e2>	10	effect	cause	2
1574	the <e1> input </e1> <e2> queue </e2> is used for processing events from an mfg pro application to a websphere - connected application	0	other	other	0
1575	for safety reasons he loads and unloads his bike from the <e1> curbside </e1> of the <e2> bus </e2>	11	component	whole	1
1576	the <e1> signatures </e1> were fetched into the <e2> cache </e2> together with the instructions	7	entity	destination	1
1577	her <e1> speeches </e1> have special reference to environmental <e2> policy </e2>	1	message	topic	1
1578	this incident was an incursion of illegal <e1> aliens </e1> from outer <e2> space </e2> and not american military high - tech black project flying objects	13	entity	origin	1
1579	treatment of cardiovascular <e1> collapse </e1> from caffeine <e2> overdose </e2> with lidocaine phenylephrine and hemodialysis	10	effect	cause	2
1580	they weave fine cloth and they use the <e1> down </e1> of <e2> water - sheep </e2> in making it; it is called hai - hsi - pu cloth from the west of the sea	13	entity	origin	1
1581	bizarrely enough i was just looking at our <e1> homepage </e1> from ten <e2> years </e2> ago	13	entity	origin	1
1582	this month the <e1> commissioner </e1> travels to several remote <e2> nations </e2>	7	entity	destination	1
1583	it covers the <e1> basic concepts </e1> in a clean and slick <e2> tutorial </e2>	2	topic	message	2
1584	these efforts of the crossbow - makers to decrease the friction of the <e1> bolt </e1> of the <e2> crossbow </e2> against the stock as the bolt was driven forward by the bow - string are traced in all mediaeval crossbows	5	instrument	agency	1
1585	us forces fared so well that macarthur gained truman permission to attempt a total <e1> rout </e1> of communist <e2> forces </e2>	0	other	other	0
1586	breuer chairs a <e1> phalanx </e1> of high - flying <e2> artists </e2> in a family saga	16	collection	member	2
1587	a <e1> computer </e1> was stolen from a <e2> church office </e2> sometime monday or tuesday in the 1500 block of cr 144 brazoria county	13	entity	origin	1
1588	and the <e1> beer </e1> was in a <e2> mug </e2> and full to the brim	17	content	container	1
1589	the <e1> strategy </e1> covers the period to 2016 with a strong <e2> focus </e2> on 2010	0	other	other	0
1590	a number of scientific <e1> criticisms </e1> of duesberg hypothesis were summarised in a review <e2> article </e2> in the journal science in 1994	2	topic	message	2
1591	to cover all areas i have included coffee pot and <e1> cups </e1> in a neat <e2> stack </e2> on the table so that the meal has both a beginning and an end feel to it	15	member	collection	1
1592	both novel and <e1> film </e1> insist upon the <e2> necessity </e2> of the past in defining who we are and how we will live in the present	1	message	topic	1
1593	the <e1> book </e1> comprises ten <e2> chapters </e2>	12	whole	component	2
1594	to date all <e1> outbreaks </e1> of the highly pathogenic form of avian influenza have been caused by <e2> viruses </e2> of the h5 and h7 subtypes	10	effect	cause	2
1595	on march 29 1984 in the middle of the night a <e1> convoy </e1> of moving <e2> vans </e2> left the colts headquarters headed for indianapolis	16	collection	member	2
1596	it shows a <e1> sailor </e1> with a <e2> list </e2> of crossed - out ex - girlfriend names going down his arm	12	whole	component	2
1597	it is in the hours of darkness that the <e1> plant </e1> builds up the <e2> oxidase </e2> that is to call out the signal that the flower has run its full course	4	producer	product	2
1598	to put it discretely she described the sensation in her knees as that of being forcibly violated by a <e1> prickle </e1> of <e2> porcupines </e2>	16	collection	member	2
1599	the <e1> factory </e1> produced british military <e2> rifles </e2> muskets and swords from 1816	4	producer	product	2
1600	china feed <e1> industry </e1> has entered into its mature <e2> period </e2>	7	entity	destination	1
1601	nuevomexicano <e1> culture </e1> is rooted in an indigenous <e2> past </e2>	13	entity	origin	1
1602	wes anderson has made one classic comedy the royal tenenbaums fueled by the <e1> tension </e1> from the characters <e2> longings </e2> to burst out of the trappings in which they are framed	10	effect	cause	2
1603	recently the efcc succeeded in arresting a <e1> syndicate </e1> of internet <e2> fraudsters </e2> with the following identity badiru abidemi adeyinka	16	collection	member	2
1604	i have <e1> abuse </e1> originating from my <e2> server </e2>	13	entity	origin	1
1605	kotter most significant and controversial <e1> work </e1> however has been on the subject of <e2> leadership </e2>	1	message	topic	1
1606	it is found that the <e1> polysilicon </e1> grows from an initial <e2> step </e2> of the deposition	0	other	other	0
1607	a chinese firms poured <e1> millions </e1> into the <e2> country </e2>	7	entity	destination	1
1608	i also received one <e1> stand </e1> of choice <e2> bees </e2> and about 100 in cash	16	collection	member	2
1609	the <e1> pain </e1> was radiating from the right <e2> buttock </e2> to the knee joint	13	entity	origin	1
1610	the reconstitution of <e1> boards </e1> of <e2> governors </e2> takes place every 4 years and the current term of boards of governors is due to end on 30 june 2009 for controlled and maintained schools	16	collection	member	2
1611	snails and <e1> slugs </e1> cause <e2> holes </e2> in the leaves of young plants and can chew right through the stems of newly planted seedlings	4	producer	product	2
